time,beats
0.370997732,1
1.0329931970000001,2
1.695011337,1
2.357006802,2
3.007006802,3
3.6690022669999998,1
4.319002267,2
4.969002267,1
5.630997732000001,2
6.292993197,1
6.953990929,2
7.639002267,1
8.312993197,2
8.973990929,1
9.63600907,2
10.28600907,1
10.96,2
11.621995464000001,1
12.282993197,2
12.921995464,1
13.537006802,2
14.199002267000001,1
14.838004535,2
15.488004535,1
16.114988662000002,2
16.77600907,1
17.460997732,2
18.122993197,1
18.772993197,2
19.458004535,1
20.108004535,2
20.77,1
21.42,2
22.081995464000002,3
22.731995464,1
23.381995464000003,2
24.032993197,1
24.682993197,2
25.35600907,1
26.018004535,2
26.690997732,1
27.364988662,2
28.02600907,1
28.677006801999998,2
29.35,1
30.0,2
30.673990929000002,1
31.335011336999997,2
31.973990929,1
32.600997731999996,2
33.239002267,1
33.86600907,2
34.505011337,1
35.142993196999996,2
35.804988662,1
36.467006802,2
37.129002267,1
37.79,2
38.463990929,1
39.149002267,2
39.810997732,1
40.49600907,2
41.169002266999996,1
41.841995464,2
42.527006801999995,1
43.211995464,2
43.88600907,1
44.559002267,2
45.23199546399999,1
45.90600907,2
46.579002267,1
47.27600907,2
47.960997731999996,1
48.633990929,2
49.308004535,1
49.969002267,2
50.642993196999996,1
51.31600907,2
52.012993197,1
52.68600907,2
53.359002267,1
54.032993196999996,2
54.70600907,1
55.402993197,2
56.088004535,1
56.772993197,2
57.44600907,1
58.12,2
58.792993197,1
59.478004535,2
60.150997732,1
60.825011337,2
61.498004535,1
62.170997732,2
62.844988662,1
63.518004535,2
64.191995464,1
64.864988662,2
65.538004535,1
66.211995464,2
66.885011337,1
67.558004535,2
68.231995464,1
68.905011337,2
69.57900226699999,1
70.25199546399999,2
70.924988662,1
71.599002267,2
72.271995464,1
72.944988662,2
73.619002267,1
74.291995464,2
74.96600907,1
75.650997732,2
76.32399092899999,1
76.997006802,2
77.670997732,1
78.343990929,2
79.029002267,1
79.71399092899999,2
80.399002267,1
81.09600907,2
81.769002267,1
82.453990929,2
83.139002267,3
83.81199546399999,1
84.497006802,2
85.170997732,1
85.843990929,2
86.518004535,1
87.19099773200001,2
87.863990929,1
88.538004535,2
89.21099773200001,1
89.87299319700001,2
90.54600907,1
91.208004535,2
91.89299319700001,1
92.55501133700001,2
93.204988662,1
93.85501133700001,2
94.528004535,1
95.179002267,2
95.851995464,1
96.50199546399999,2
97.19900226700001,1
97.88399092899999,2
98.557006802,1
99.23,2
99.91501133700001,1
100.6,2
101.284988662,1
101.97,2
102.643990929,1
103.329002267,2
104.013990929,1
104.69900226700001,2
105.38399092899999,1
106.069002267,2
106.765011337,1
107.45,2
108.147006802,1
108.843990929,2
109.54,1
110.23700680200001,2
110.92199546399999,1
111.607006802,2
112.28,1
112.965011337,2
113.661995464,1
114.334988662,2
115.03199546399999,1
115.704988662,2
116.39,1
117.087006802,2
117.771995464,1
118.468004535,2
119.14199546399999,1
119.814988662,2
120.5,1
121.17299319700001,2
121.84700680200001,1
122.53199546399999,2
123.21700680200001,1
123.912993197,2
124.587006802,1
125.26,2
125.932993197,3
126.607006802,1
127.269002267,2
127.93,1
128.603990929,2
129.3,1
129.96199546399998,2
130.64700680200002,1
131.32,2
132.00498866200002,1
132.67900226700002,2
133.340997732,1
134.001995464,2
134.67600907,1
135.338004535,2
135.999002267,1
136.638004535,2
137.288004535,1
137.938004535,2
138.6,1
139.25,2
139.911995464,1
140.585011337,2
141.24700680200002,1
141.89700680200002,2
142.593990929,1
143.301995464,2
143.97498866200002,1
144.69498866200001,2
145.51900226700002,1
