time,beats
10.449002267000001,1
10.941995464000001,2
11.481995464,1
11.97,2
12.51600907,1
13.038004535,2
13.571995464,1
14.10600907,2
14.64,1
15.162993197,2
15.697006802,1
16.230997732,2
16.765011337,1
17.299002267,2
17.832993197,1
18.367006802,2
18.900997732,1
19.447006802,2
19.991995464000002,1
20.538004535,2
21.083990929000002,1
21.618004535,2
22.162993197,1
22.709002267,2
23.254988662,1
23.8,2
24.335011336999997,1
24.869002267,2
25.402993196999997,1
25.937006802,2
26.470997731999997,1
27.01600907,2
27.561995464000002,1
28.09600907,2
28.63,1
29.17600907,2
29.721995464000003,1
30.25600907,2
30.79,1
31.335011336999997,2
31.880997731999997,1
32.414988662,2
32.949002267,1
33.494988662,2
34.04,1
34.58600907,2
35.12,1
35.66600907,2
36.2,1
36.733990929,2
37.28,1
37.813990929,2
38.348004535,1
38.881995464,2
39.41600907,1
39.95,2
40.49600907,1
41.03,2
41.563990929,1
42.098004535,2
42.631995464,1
43.16600907,2
43.711995464,1
44.257006802,2
44.790997732,1
45.325011337,2
45.859002267,1
46.405011337,2
46.950997732,1
47.49600907,1
48.041995463999996,2
48.588004535,1
49.132993197,2
49.679002267,1
50.225011337,2
50.77,1
51.303990928999994,2
51.85,1
52.39600907,2
52.940997732,1
53.487006801999996,2
54.032993196999996,1
54.567006802,2
55.100997731999996,1
55.647006802,2
56.191995463999994,1
56.738004535,2
57.283990929,1
57.829002267,2
58.375011337,1
58.920997732,2
59.46600907,1
60.011995463999995,2
60.558004535,1
61.102993196999996,2
61.649002267,1
62.195011337,2
62.729002267,1
63.27399092899999,2
63.82,1
64.36600907,2
64.9,1
65.444988662,2
65.98,1
66.525011337,2
67.070997732,1
67.61700680199999,2
68.161995464,1
68.708004535,2
69.265011337,1
69.810997732,2
70.35600907,1
70.901995464,2
71.448004535,1
71.992993197,2
72.539002267,1
73.084988662,2
73.63,1
74.17600907,2
74.721995464,1
75.267006802,2
75.812993197,1
76.359002267,2
76.892993197,1
77.43900226699999,2
77.983990929,1
78.53,2
79.07600907,1
79.62099773199999,2
80.167006802,1
80.712993197,2
81.258004535,1
81.803990929,2
82.338004535,1
82.88399092899999,2
83.429002267,1
83.974988662,2
84.520997732,1
85.055011337,2
85.6,1
86.14600907,2
86.691995464,1
87.23700680200001,1
87.77099773200001,2
88.30501133700001,1
88.84,2
89.38501133700001,1
89.91900226700001,2
90.465011337,1
91.010997732,2
91.55600907,1
92.101995464,2
92.648004535,1
93.192993197,2
93.750997732,1
94.29600907,2
94.841995464,1
95.388004535,2
95.94498866200001,1
96.50199546399999,2
97.05900226700001,1
97.617006802,2
98.161995464,1
98.708004535,2
99.253990929,1
99.799002267,2
100.344988662,1
100.890997732,2
101.43600907,1
101.97,2
102.503990929,1
103.05,2
103.59600907,1
104.13,2
104.67600907,1
105.220997732,2
105.76700680200001,1
106.32399092899999,2
106.87,1
107.42700680200001,2
107.983990929,1
108.53,2
109.087006802,1
109.644988662,2
110.19,1
110.73600907,2
111.28199546399999,1
111.82700680200001,2
112.37299319700001,1
112.91900226700001,2
113.46399092899999,1
114.01,2
114.55600907,1
115.11299319700001,2
115.659002267,1
116.21600907,2
116.761995464,1
117.307006802,2
117.863990929,1
118.41,2
118.95600907,1
119.500997732,2
120.05900226700001,1
120.60399092899999,2
121.15,1
121.69600907,2
122.24099773200001,1
122.78700680200001,2
123.33299319700001,1
123.878004535,2
124.423990929,1
124.980997732,2
125.527006802,1
126.083990929,2
126.64199546399999,1
127.19900226700001,2
127.75600907,1
128.301995464,2
128.848004535,1
129.40501133700002,2
129.96199546399998,1
130.51900226700002,2
131.06498866200002,1
131.61099773200002,2
132.15600907,1
132.713990929,2
133.270997732,1
133.817006802,1
134.373990929,2
134.930997732,1
135.488004535,2
136.033990929,1
136.58,2
137.12501133700002,1
137.682993197,2
138.24,1
138.809002267,2
139.378004535,1
139.93501133700002,2
140.49199546399998,1
141.05,2
141.607006802,1
142.152993197,2
142.71,1
143.267006802,2
143.823990929,1
144.381995464,2
144.939002267,1
145.485011337,2
146.03,1
146.57600907,2
147.13299319700002,1
147.690997732,2
