time,beats
0.35900226700000004,1
1.264988662,2
2.17,1
3.0690022669999997,2
3.998004535,1
4.9050113369999995,2
5.968004535,1
8.40600907,1
9.171995464,2
9.891995463999999,1
10.622993197000001,2
11.342993197,1
12.050997732,2
12.748004535,1
13.45600907,2
14.152993197,1
14.860997732000001,2
15.557006802,1
16.253990929,2
16.950997732,1
17.659002267,2
18.355011337,1
19.051995464,2
19.771995464,1
20.491995464000002,2
21.210997732,1
21.930997731999998,2
22.673990929000002,1
23.381995464000003,2
24.101995464,1
24.799002267,2
25.53,1
26.214988662,2
26.934988662,1
27.631995464000003,2
28.375011336999997,1
29.082993196999997,2
29.802993197,1
30.522993196999998,2
31.230997732,1
31.961995464,2
32.659002267,1
33.39,2
34.098004535,1
34.818004535,2
35.527006801999995,1
36.24600907,2
36.96600907,1
37.673990929,2
38.382993197,1
39.090997732,2
39.77600907,1
40.460997731999996,2
41.180997732,1
41.889002266999995,2
42.585011337,1
43.293990928999996,2
43.99,1
44.698004535,2
45.382993197,1
46.08,2
46.765011337,1
47.472993197,2
48.204988662,1
48.912993197,2
49.620997732,1
50.329002267,2
51.037006802,1
51.757006802,2
52.465011337,1
53.16199546399999,2
53.87,1
54.578004535,2
55.298004535,1
56.007006802,2
56.702993197,1
57.4,2
58.09600907,1
58.81600907,2
59.53600907,1
60.232993197,2
60.940997732,1
61.660997732,2
62.369002267,1
63.077006802,2
63.784988661999996,1
64.517006802,2
65.23600907,1
65.944988662,2
66.63,1
67.32600907,2
68.02299319699999,1
68.73099773199999,2
69.41600907,1
70.13600907,2
70.843990929,1
71.563990929,2
72.271995464,1
72.957006802,2
73.653990929,1
74.35,2
75.058004535,1
75.767006802,2
76.487006802,1
77.182993197,2
77.902993197,1
78.610997732,2
79.330997732,1
80.039002267,2
80.73600907,1
81.431995464,2
82.129002267,1
82.837006802,2
83.533990929,1
84.219002267,2
84.915011337,1
85.611995464,2
86.32,1
87.01700680200001,2
87.724988662,1
88.42199546399999,2
89.118004535,1
89.82600907,2
90.534988662,1
91.242993197,2
91.962993197,1
92.70600907,2
93.424988662,1
94.144988662,2
94.87700680200001,1
95.584988662,2
96.31600907,1
97.02501133700001,2
97.74399092899999,1
98.46399092899999,2
99.17199546399999,1
99.903990929,2
100.611995464,1
101.29700680200001,2
102.004988662,1
102.73700680200001,2
103.468004535,1
104.16501133700001,2
104.860997732,1
105.558004535,2
106.253990929,1
106.939002267,2
107.648004535,1
108.32099773200001,2
109.063990929,1
109.760997732,2
110.45700680200001,1
111.153990929,2
111.83900226700001,1
112.54700680200001,2
113.24399092899999,1
113.95199546399999,2
114.67199546399999,1
115.402993197,2
116.110997732,1
116.83099773200001,2
117.528004535,1
118.23600907,2
118.932993197,1
119.640997732,2
120.337006802,1
121.033990929,2
121.730997732,1
122.439002267,2
123.13501133700001,1
123.843990929,2
124.551995464,1
125.271995464,2
125.98,1
126.67600907,2
127.37299319700001,1
128.07,2
128.76600907,1
129.473990929,2
130.182993197,1
130.879002267,2
131.58700680200002,1
132.283990929,2
132.99199546399998,1
133.7,2
134.409002267,1
135.11700680200002,2
135.83700680200002,1
136.532993197,2
137.252993197,1
137.972993197,2
138.680997732,1
139.400997732,2
140.120997732,1
140.82900226700002,2
141.537006802,1
142.233990929,2
142.93,1
143.639002267,2
144.358004535,1
145.055011337,2
145.76299319700001,1
146.470997732,2
147.190997732,1
147.89900226700001,2
148.608004535,1
149.303990929,2
150.000997732,1
150.720997732,2
151.417006802,1
152.11399092899998,2
152.833990929,1
153.541995464,2
154.23900226700002,1
154.93501133700002,2
155.62,1
156.328004535,2
157.037006802,1
157.745011337,2
158.47600907,1
159.183990929,2
159.892993197,1
160.589002267,2
161.320997732,1
162.017006802,2
162.737006802,1
