time,beats
0.342857142,1
0.8707482990000001,2
1.3931972780000001,3
1.8692063490000002,4
2.4032653059999998,1
2.975328798,2
3.4837868480000003,3
4.031496598,4
5.367346938,1
5.746938775,2
6.147482993,3
6.558820861,4
6.941723356000001,1
7.373900226,2
7.787755102,3
8.228571428,4
11.075918367,1
11.532290249,2
12.037732426,3
12.54877551,4
13.010839002,1
13.548253968,2
14.071292517,3
14.651791382999999,4
17.322086167000002,1
17.902585034,2
18.477278911,3
19.080997732,4
19.655691609,1
20.178140589,2
20.735419501,3
21.339138321,4
22.894875283,1
23.614693876999997,2
24.288072561999996,3
24.873990929,4
25.565170068,1
26.265011336999997,2
26.97600907,3
27.68600907,4
28.398004535,1
29.101995464,2
29.831995464000002,3
30.66600907,4
31.49,1
32.554376417,2
33.58,3
34.41600907,4
35.370997732,1
36.370997732,2
37.499002267,1
37.915759637,2
38.358004535,1
38.783378684,2
39.228004535,1
39.64170068,2
40.07600907,1
40.493356009,2
40.935011337,1
41.348684807,2
41.782993196999996,1
42.194557823000004,2
42.63,1
43.040453514,2
43.478004535,1
43.895691608999996,2
44.337006802,1
44.74736961399999,2
45.183990929,1
45.601587301,2
46.043990928999996,1
46.451655328,2
46.879002267,1
47.279773242,2
47.715011337,1
48.132743764,2
48.575011337,1
48.976530612,2
49.399002267,1
49.798117913,2
50.234988662,1
50.651405895,2
51.09399092899999,1
51.497777776999996,2
51.93,1
52.342358276000006,2
52.789002267,1
53.201269841000006,2
53.63600907,1
54.034104308,2
54.460997731999996,1
54.860498866,2
55.297006802,1
55.706258503,2
56.143990929,1
56.542063492,2
56.969002267,1
57.367777777,2
57.803990928999994,1
58.210408163000004,2
58.651995463999995,1
59.060997732,2
59.5,1
59.900430838999995,2
60.335011337,1
60.740498866,2
61.182993196999995,1
61.589591836000004,2
62.03,1
62.435782312,2
62.878004535,1
63.285170068,2
63.72600907,1
64.126666666,2
64.560997732,1
64.959160997,2
65.39700680199999,1
65.801587301,2
66.245011337,1
66.649818594,2
67.091995464,1
67.49727891100001,2
67.94,1
68.342630385,2
68.787006802,1
69.197913832,2
69.64700680199999,1
70.048707482,2
70.482993197,1
70.87498866199999,2
71.307006802,1
71.701111111,2
72.142993197,1
72.551882086,2
73.00199546399999,1
73.40337868399999,2
73.838004535,1
74.226848072,2
74.661995464,1
75.063877551,2
75.51,1
75.90780045300001,2
76.34600907,1
76.743922902,2
77.19299319699999,1
77.603219954,2
78.040997732,1
78.407414965,2
78.819002267,1
79.215374149,2
79.678004535,1
80.095646258,2
80.548004535,1
80.941496598,2
81.372993197,1
81.759705215,2
82.197006802,1
82.590884353,2
83.032993197,1
83.42770975,2
83.869002267,1
84.2630839,2
84.70498866199999,1
85.098888888,2
85.540997732,1
85.93471655299999,2
