time,beats
1.44,1
1.95,2
2.45,3
2.949002267,4
3.448004535,1
3.9470068019999998,2
4.447006802,3
4.94600907,4
5.445011337,1
5.943990929,2
6.443990929,3
6.942993197000001,4
7.441995464,1
7.9409977320000005,2
8.44,3
8.94,4
9.439002267000001,1
9.95,2
10.449002267000001,3
10.948004535,4
11.459002267,1
11.97,2
12.480997732,3
12.98,4
13.479002267,1
13.99,2
14.489002267,3
14.988004535,4
15.488004535,1
15.999002267,2
16.509002267,3
17.02,4
17.519002267,1
18.019002267,2
18.518004535,3
19.017006802,4
19.504988662,1
20.003990929,2
20.502993197000002,3
20.990997732,4
21.49,1
21.989002266999996,2
22.489002266999996,3
22.988004535,4
23.487006802,1
23.975011336999998,2
24.461995464,3
24.960997732,4
25.449002266999997,1
25.948004535,2
26.43600907,3
26.923990929000002,4
27.422993196999997,1
27.921995464000002,2
28.41,3
28.897006801999996,4
29.385011336999998,1
29.871995464,2
30.36,3
30.848004535,4
31.347006802,1
31.84600907,2
32.344988662,3
32.85600907,4
33.354988662,1
33.854988662,2
34.341995464,3
34.841995464,4
35.351995464,1
35.851995464,2
36.350997731999996,3
36.85,4
37.349002266999996,1
37.849002266999996,2
38.348004535,3
38.835011337,4
39.322993196999995,1
39.821995464000004,2
40.320997731999995,3
40.820997731999995,4
41.32,1
41.819002266999995,2
42.33,3
42.840997732,4
43.351995464,1
43.850997731999996,2
44.35,3
44.860997732,4
45.371995463999994,1
45.882993197,2
46.405011337,3
46.903990928999995,4
47.403990928999995,1
47.902993197,2
48.401995463999995,3
48.900997732,4
49.4,1
49.9,2
50.399002267,3
50.887006801999995,4
51.38600907,1
51.884988662,2
52.372993197,3
52.871995463999994,4
53.370997732,1
53.87,2
54.358004535,3
54.84600907,4
55.344988662,1
55.831995463999995,2
56.331995463999995,3
56.819002266999995,4
57.307006802,1
57.793990928999996,2
58.281995464,3
58.780997731999996,4
59.269002267,1
59.744988662,2
60.232993197,3
60.73199546399999,4
61.230997732,1
61.73,2
62.218004535,3
62.717006802,4
63.204988662,1
63.691995463999994,2
64.18,3
64.668004535,4
65.167006802,1
65.66600907,2
66.153990929,3
66.640997732,4
67.14,1
67.628004535,2
68.11600907,3
68.602993197,4
69.102993197,1
69.59,2
70.06600907,3
70.553990929,4
71.040997732,1
71.529002267,2
72.017006802,3
72.503990929,4
72.991995464,1
73.48,2
73.967006802,3
74.45498866199999,4
74.941995464,1
75.43,2
75.918004535,3
76.405011337,4
76.892993197,1
77.38,2
77.88,3
78.36700680199999,4
78.855011337,1
79.342993197,2
79.83,3
80.34099773199999,4
80.84,1
81.350997732,2
81.85,3
82.35,4
82.849002267,1
83.348004535,2
83.83600907,3
84.334988662,4
84.833990929,1
85.332993197,2
85.832993197,3
86.331995464,4
86.83099773200001,1
87.33,2
87.829002267,3
88.329002267,4
88.828004535,1
89.33900226700001,2
89.838004535,3
90.337006802,4
90.848004535,1
91.34700680200001,2
91.84700680200001,3
92.34600907,4
92.83299319700001,1
93.33299319700001,2
93.831995464,3
94.33099773200001,4
94.83,1
95.340997732,2
95.851995464,3
96.35099773200001,4
96.85,1
97.35,2
97.837006802,3
98.325011337,4
98.81199546399999,1
99.31199546399999,2
99.810997732,3
100.31,4
100.80900226700001,1
101.29700680200001,2
101.784988662,3
102.260997732,4
102.748004535,1
103.248004535,2
103.747006802,3
104.233990929,4
104.721995464,1
105.21,2
105.697006802,3
106.185011337,4
106.66099773200001,1
107.16,2
107.648004535,3
108.13501133700001,4
108.6,5
109.063990929,1
109.787755102,2
110.472040816,3
111.037823129,4
111.705079365,1
112.48356009,2
113.258231292,3
114.00414965899999,4
114.833990929,1
115.58900226700001,2
116.367006802,3
117.168004535,4
117.980997732,1
118.80501133700001,2
119.629002267,3
120.5,4
121.35900226700001,1
122.24099773200001,2
123.111995464,3
123.98299319700001,4
124.88900226700001,1
125.829002267,2
126.792993197,3
127.813990929,4
128.823990929,1
129.8,2
130.76299319700001,3
131.71501133700002,4
132.701995464,1
133.759002267,2
134.791995464,3
