time,beats
8.568004535,1
9.079002267,2
9.59,3
10.100997732,4
10.622993197000001,1
11.14600907,2
11.668004535,3
12.19,4
12.712993197000001,1
13.223990929000001,2
13.74600907,3
14.257006802000001,4
14.779002267000001,1
15.301995464,2
15.812993197,1
16.335011337,2
16.858004535,3
17.38,4
17.902993197,1
18.425011337,2
18.947006802,3
19.47,4
19.980997732,1
20.502993197000002,2
21.02600907,3
21.548004535,4
22.081995464000002,1
22.571995464,2
23.10600907,3
23.65,4
24.195011336999997,1
25.030997732,2
25.855011336999997,3
26.68,4
27.491995464000002,1
28.304988662,2
29.118004535,3
29.930997731999998,4
30.742993196999997,1
31.55600907,2
32.369002267,3
33.180997732,4
33.993990929,1
34.807006802,2
35.619002267,3
36.409002267,4
37.221995464,1
38.022993197,2
38.835011337,3
39.625011337,4
40.42600907,1
41.239002267,2
42.109002267,3
43.920997732,1
44.46600907,2
45.011995463999995,3
45.522993197,4
46.057006802,1
46.579002267,2
47.112993197,3
47.63600907,4
48.158004535,1
48.691995463999994,2
49.22600907,3
49.737006801999996,4
50.26,1
50.781995464,2
51.303990928999994,3
51.827006802,4
52.349002266999996,1
52.871995463999994,2
53.393990929,1
53.917006801999996,2
54.439002267,3
54.961995464,4
55.471995463999995,1
55.994988662,2
56.529002266999996,3
57.050997732,4
57.561995464,1
58.085011337,2
58.607006802,3
59.13,4
59.651995463999995,1
60.173990929,2
60.709002266999995,3
61.230997732,4
61.752993196999995,1
62.600997731999996,2
63.424988662,3
64.26099773199999,4
65.097006802,1
65.920997732,2
66.733990929,3
67.547006802,4
68.36,1
69.18399092899999,2
70.008004535,3
70.809002267,4
71.644988662,1
72.469002267,2
73.28199546399999,3
74.082993197,4
74.89600907,1
75.709002267,2
76.520997732,3
77.321995464,4
78.14700680199999,1
78.923990929,2
79.771995464,3
81.94299319699999,1
82.441995464,2
82.952993197,3
83.46399092899999,4
83.987006802,1
84.509002267,2
85.042993197,3
85.56600907,4
86.1,1
86.621995464,2
87.143990929,3
87.667006802,4
88.189002267,1
88.711995464,2
89.233990929,3
89.757006802,4
90.27900226700001,1
90.801995464,2
91.33600907,1
91.858004535,2
92.38099773200001,3
92.902993197,4
93.424988662,1
93.948004535,2
94.47,3
94.980997732,4
95.503990929,1
96.02600907,2
96.56,3
97.093990929,4
97.628004535,1
98.155011337,2
98.685011337,3
99.21399092899999,4
99.73,1
100.553990929,2
101.378004535,3
102.20299319700001,4
103.039002267,1
103.873990929,2
104.69900226700001,3
105.510997732,4
106.34700680200001,1
107.20700680200001,2
108.019002267,3
108.843990929,4
109.644988662,1
110.45700680200001,2
111.28199546399999,3
112.07099773200001,4
112.88399092899999,1
113.708004535,2
114.53199546399999,3
115.357006802,4
116.153990929,1
116.981995464,2
117.80900226700001,3
119.640997732,1
120.128004535,2
120.628004535,3
121.138004535,4
121.66099773200001,1
122.16,2
122.682993197,3
123.204988662,4
123.728004535,1
124.25,2
124.771995464,3
125.295011337,4
125.81700680200001,1
126.35099773200001,2
126.873990929,3
127.39600907,4
127.91900226700001,1
128.440997732,2
128.963990929,1
129.48600907,2
130.009002267,3
130.51900226700002,4
131.03,1
131.552993197,2
132.074988662,3
132.58600907,4
133.108004535,1
133.630997732,2
134.152993197,3
134.67600907,4
135.187006802,1
135.697006802,2
136.22,1
136.74199546399998,2
137.264988662,3
137.787006802,4
138.31,1
138.843990929,2
139.36600907,3
139.889002267,4
140.410997732,1
140.933990929,2
141.468004535,3
141.978004535,4
142.500997732,1
143.022993197,2
143.54600907,1
144.068004535,2
144.590997732,3
145.112993197,4
145.63600907,1
146.158004535,2
146.68,3
147.202993197,4
147.72498866200002,1
148.23600907,2
148.759002267,3
149.280997732,4
149.803990929,1
150.32600907,2
150.848004535,1
151.359002267,2
151.892993197,3
152.41600907,4
152.938004535,1
153.471995464,2
154.00600907,3
154.517006802,4
155.04,1
155.561995464,2
156.085011337,3
156.607006802,4
157.129002267,1
157.66299319700002,2
158.18600907,1
158.72,2
159.24199546399998,3
159.764988662,4
160.29900226700002,1
160.820997732,2
161.343990929,3
161.86600907,4
162.389002267,1
162.910997732,2
163.433990929,3
163.95600907,4
164.479002267,1
164.98900226700002,2
165.511995464,1
166.022993197,2
166.544988662,3
167.068004535,4
167.59,1
168.111995464,2
168.622993197,3
169.14600907,4
169.657006802,1
170.167006802,2
170.69,3
171.21199546399998,4
171.722993197,1
172.24600907,2
172.768004535,1
173.279002267,2
173.800997732,3
174.32399092900002,4
174.84600907,1
175.369002267,2
175.89099773200002,3
176.41399092900002,4
176.93600907,1
177.458004535,2
177.98099773200002,3
178.502993197,4
179.02600907,1
